1B36	Mn	unicode
1B37	Mn	unicode
1B38	Mn	unicode
1B39	Mn	unicode
1B3A	Mn	unicode
1B3C	Mn	unicode
1B42	Mn	unicode
1B6B	Mn	unicode
1B6C	Mn	unicode
1B6D	Mn	unicode
1B6E	Mn	unicode
1B6F	Mn	unicode
1B70	Mn	unicode
1B71	Mn	unicode
1B72	Mn	unicode
1B73	Mn	unicode
1B80	Mn	unicode
1B81	Mn	unicode
1BA2	Mn	unicode
1BA3	Mn	unicode
1BA4	Mn	unicode
1BA5	Mn	unicode
1BA8	Mn	unicode
1BA9	Mn	unicode
1BAB	Mn	unicode
1BAC	Mn	unicode
1BAD	Mn	unicode
1BE6	Mn	unicode
1BE8	Mn	unicode
1BE9	Mn	unicode
1BED	Mn	unicode
1BEF	Mn	unicode
1BF0	Mn	unicode
1BF1	Mn	unicode
1C2C	Mn	unicode
1C2D	Mn	unicode
1C2E	Mn	unicode
1C2F	Mn	unicode
1C30	Mn	unicode
1C31	Mn	unicode
1C32	Mn	unicode
1C33	Mn	unicode
1C36	Mn	unicode
1C37	Mn	unicode
1CD0	Mn	unicode
1CD1	Mn	unicode
1CD2	Mn	unicode
1CD4	Mn	unicode
1CD5	Mn	unicode
1CD6	Mn	unicode
1CD7	Mn	unicode
1CD8	Mn	unicode
1CD9	Mn	unicode
1CDA	Mn	unicode
1CDB	Mn	unicode
1CDC	Mn	unicode
1CDD	Mn	unicode
1CDE	Mn	unicode
1CDF	Mn	unicode
1CE0	Mn	unicode
1CE2	Mn	unicode
1CE3	Mn	unicode
1CE4	Mn	unicode
1CE5	Mn	unicode
1CE6	Mn	unicode
1CE7	Mn	unicode
1CE8	Mn	unicode
1CED	Mn	unicode
1CF4	Mn	unicode
1CF8	Mn	unicode
1CF9	Mn	unicode
1DC0	Mn	unicode
1DC1	Mn	unicode
1DC2	Mn	unicode
1DC3	Mn	unicode
1DC4	Mn	unicode
1DC5	Mn	unicode
1DC6	Mn	unicode
1DC7	Mn	unicode
1DC8	Mn	unicode
1DC9	Mn	unicode
1DCA	Mn	unicode
1DCB	Mn	unicode
1DCC	Mn	unicode
1DCD	Mn	unicode
1DCE	Mn	unicode
1DCF	Mn	unicode
1DD0	Mn	unicode
1DD1	Mn	unicode
1DD2	Mn	unicode
1DD3	Mn	unicode
1DD4	Mn	unicode
1DD5	Mn	unicode
1DD6	Mn	unicode
1DD7	Mn	unicode
1DD8	Mn	unicode
1DD9	Mn	unicode
1DDA	Mn	unicode
1DDB	Mn	unicode
1DDC	Mn	unicode
1DDD	Mn	unicode
1DDE	Mn	unicode
1DDF	Mn	unicode
1DE0	Mn	unicode
1DE1	Mn	unicode
1DE2	Mn	unicode
1DE3	Mn	unicode
1DE4	Mn	unicode
1DE5	Mn	unicode
1DE6	Mn	unicode
1DE7	Mn	unicode
1DE8	Mn	unicode
1DE9	Mn	unicode
1DEA	Mn	unicode
1DEB	Mn	unicode
1DEC	Mn	unicode
1DED	Mn	unicode
1DEE	Mn	unicode
1DEF	Mn	unicode
1DF0	Mn	unicode
1DF1	Mn	unicode
1DF2	Mn	unicode
1DF3	Mn	unicode
1DF4	Mn	unicode
1DF5	Mn	unicode
1DF6	Mn	unicode
1DF7	Mn	unicode
1DF8	Mn	unicode
1DF9	Mn	unicode
1DFA	Mn	unicode
1DFB	Mn	unicode
1DFC	Mn	unicode
1DFD	Mn	unicode
1DFE	Mn	unicode
1DFF	Mn	unicode
2000	Zs	both
2001	Zs	both
2002	Zs	both
2003	Zs	both
2004	Zs	both
2005	Zs	both
2006	Zs	both
2007	Zs	both
2008	Zs	both
